CÓDIGO - ALUMNO,EDAD,SEXO,NACIONALIDAD,POBLACIÓN,TIEMPO DE ESTUDIO,ACTIVIDADES EXTRACADÉMICAS,TAMAÑO DE LA FAMILIA,TIPO DE VIVIENDA,ENCARGADO DEL MENOR,ESTADO CIVIL - PADRE,EDUCACIÓN - PADRE,TRABAJO - PADRE,NACIONALIDAD - PADRE,VIVE CON EL ESTUDIANTE - PADRE,ESTADO CIVIL - MADRE,EDUCACIÓN - MADRE,TRABAJO - MADRE,NACIONALIDAD - MADRE,VIVE CON EL ESTUDIANTE - MADRE,GRADO,AÑO LECTIVO,ÁREA,COMPETENCIA,NOTA,AÑO,ENFERMEDADES,TIENE NECESIDADES ESPECIALES
A00047,9,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,CUARTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,B,2016,Discapacidad Intelectual,SI
A00047,9,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,CUARTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,B,2016,Discapacidad Intelectual,SI
A00047,9,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,B,2016,Discapacidad Intelectual,SI
A00047,9,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,B,2016,Discapacidad Intelectual,SI
A00047,9,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,CUARTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,B,2016,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0001,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0002,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0003,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0004,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,PERSONAL SOCIAL,COM0005,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0006,C,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0007,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN FÍSICA,COM0008,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,ARTE Y CULTURA,COM0009,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,ARTE Y CULTURA,COM0010,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0011,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0012,C,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,COMUNICACIÓN,COM0013,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0014,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0015,C,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0016,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,MATEMÁTICA,COM0017,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0018,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0019,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CIENCIA Y TECNOLOGÍA,COM0020,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0021,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0022,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,INGLÉS,COM0023,C,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,B,2017,Discapacidad Intelectual,SI
A00047,10,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,QUINTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,B,2017,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0001,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0002,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0003,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0004,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,PERSONAL SOCIAL,COM0005,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0006,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0007,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN FÍSICA,COM0008,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,ARTE Y CULTURA,COM0009,A,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,ARTE Y CULTURA,COM0010,A,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0011,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0012,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,COMUNICACIÓN,COM0013,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0014,A,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0015,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0016,C,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,MATEMÁTICA,COM0017,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0018,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0019,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CIENCIA Y TECNOLOGÍA,COM0020,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0021,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0022,C,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,INGLÉS,COM0023,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN RELIGIOSA,COM0024,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,EDUCACIÓN RELIGIOSA,COM0025,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0026,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0027,B,2018,Discapacidad Intelectual,SI
A00047,11,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,PRIMARIA,SEXTO GRADO,CASTELLANO COMO SEGUNDA LENGUA,COM0028,B,2018,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,"DESARROLLO PERSONAL, CIUDADANÍA Y CÍVICA",COM0001,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,"DESARROLLO PERSONAL, CIUDADANÍA Y CÍVICA",COM0002,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0006,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0007,C,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,EDUCACIÓN FÍSICA,COM0029,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,ARTE Y CULTURA,COM0009,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,ARTE Y CULTURA,COM0010,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0011,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0030,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,COMUNICACIÓN,COM0031,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0014,C,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0015,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0016,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,MATEMÁTICA,COM0040,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,CIENCIA Y TECNOLOGÍA,COM0035,B,2019,Discapacidad Intelectual,SI
A00047,12,Masculino,PERÚ,Urbano,8 - más horas,Ninguno,1 - 4,Unifamiliar,Personal Autorizado,Casado,Educación Universitaria,Medicina,PERÚ,SI,Casado,Educación Universitaria,Industrias Alimentarias,PERÚ,SI,SECUNDARIA,PRIMER AÑO,CIENCIA Y TECNOLOGÍA,COM0019,B,2019,Discapacidad Intelectual,SI
